First Level Product Category,Second Level Product Category,Series,External Model,Internal Model,Description,Part No.
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R1-ASE-PV-PRO-Black,DH-IPC-HDBW5859R1P-ASE-PV-0360B-PRO-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 60 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; RS-485; supports max. 1 TB Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply; ePoE; 12 VDC power output, and max. current 165mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.46219-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R1-ASE-PV-PRO-Black,DH-IPC-HDBW5859R1P-ASE-PV-0280B-PRO-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 60 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; RS-485; supports max. 1 TB Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply; ePoE; 12 VDC power output, and max. current 165mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.46218-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R1-ASE-PV-PRO,DH-IPC-HDBW5859R1P-ASE-PV-0360B-PRO,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 60 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; RS-485; supports max. 1 TB Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply; ePoE; 12 VDC power output, and max. current 165mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.46213-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R1-ASE-PV-PRO,DH-IPC-HDBW5859R1P-ASE-PV-0280B-PRO,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 60 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; RS-485; supports max. 1 TB Micro SD card; built-in dual Mic; 1-ch speaker; support two-way talk.
12 VDC/PoE power supply; ePoE; 12 VDC power output, and max. current 165mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.46212-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL-Black,DH-IPC-HDW5859TMP-ASE-IL-0600B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46555-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL,DH-IPC-HDW5859TMP-ASE-IL-0600B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46554-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL-Black,DH-IPC-HDW5859TMP-ASE-IL-0360B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46553-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL,DH-IPC-HDW5859TMP-ASE-IL-0360B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46552-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL-Black,DH-IPC-HDW5859TMP-ASE-IL-0280B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46551-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDW5859TM-ASE-IL,DH-IPC-HDW5859TMP-ASE-IL-0280B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46550-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL-Black,DH-IPC-HDBW5859RP-ASE-IL-0600B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46537-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL,DH-IPC-HDBW5859RP-ASE-IL-0600B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46536-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL-Black,DH-IPC-HDBW5859RP-ASE-IL-0360B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46535-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL,DH-IPC-HDBW5859RP-ASE-IL-0360B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46534-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL-Black,DH-IPC-HDBW5859RP-ASE-IL-0280B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46533-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW5859R-ASE-IL,DH-IPC-HDBW5859RP-ASE-IL-0280B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 and IK10 protection.",1.0.01.04.46532-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW5859E-ASE-IL-Black,DH-IPC-HFW5859EP-ASE-IL-0600B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46519-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW5859E-ASE-IL,DH-IPC-HFW5859EP-ASE-IL-0600B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46518-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW5859E-ASE-IL-Black,DH-IPC-HFW5859EP-ASE-IL-0360B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46517-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW5859E-ASE-IL,DH-IPC-HFW5859EP-ASE-IL-0360B,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46516-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW5859E-ASE-IL-Black,DH-IPC-HFW5859EP-ASE-IL-0280B-Black,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP (3840 ¡Á 2160) @25/30 fps.
Built-in multi-core light, the max. IR distance is 50 m and the max. warm light distance is 50 m.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 1 TB Micro SD card; built-in Mic
12 VDC/PoE power supply; ePoE
IP67 protection.",1.0.01.04.46515-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HF5852F-ZE,DH-IPC-HF5852FP-ZE-S4,"8-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 8 MP(3840¡Á2160)@25/30 fps.
ROI, SVC, SMART H.264+/H.265+, AI H.264/H.265, encoding after filter, flexible coding, applicable to various bandwidth and storage environments. 
Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. 
Powered by the Xinghan Large-Scale AI Models-Vision, the camera outstandingly delivers on its object detection, recognition, and scene adaptation functions.
With deep learning algorithm, it supports: AcuPick, video metadata, IVS, face detection, and people counting, etc.
Alarm: 2 in, 2 out; audio: 2 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card; built-in Mic.
12 VDC/24 VAC/PoE power supply; ePoE; 12 VDC power output, and max. current 165mA, easy for installation.",1.0.01.04.46765-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7442K1-Z7-T40,DH-IPC-MFW7442K1P-Z-0856-T40-0360B,"4-MP 1/1.7"" CMOS image sensor and 4-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@30 fps.
Built-in GPU chip and deep learning algorithm, which can improve the detection accuracy.
Switch among five intelligent resources: IVS, face detection, viedo metadata, people counting and face recognition.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light/IR LED that has a maximum IR illumination distance of 120 m and warm light distance of 80 m.
3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
ROI, SMART H.264+/H.265+, flexible coding, applicable to various bandwidth and storage environments.
Alarm: 3 in, 2 out; audio: 2 in, 1 out; RS-485; BNC; power output; supports max. 256 G Micro SD card.
Designed with the Dahua Noise Reduction Algorithm and built-in dual microphones, the device performs active noise control, eliminating noise of wind scale 3. It has a pick-up distance up to 20 m. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 30 m when used indoors.
Sound and light alarms are generated when an alarm is triggered.
12 VDC/PoE power supply, 12 VDC power output, max. current 165 mA, easy for installation.
IP67 protection.",1.0.01.04.37359-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7449Y-Z7-T44,DH-IPC-MFW7449YP-Z-0856-T44-0832,"2 lenses and 2 channels are integrated into the design.
Adopts advanced technologies such as Hyper DoF, Illumination by Area, to achieve full coverage of different speed targets with a larger DoF distance under low illumination.
Flexible remote debugging through the Dual-micro PTZ.
Dual channels: 4-MP 1/1.8"" CMOS image sensors, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@25/30fps.
Built-in efficient illuminator of dual light fusion, and the max. illumination distance is 150 m.
ROI, SMART H.264+/H.265+,  flexible coding, applicable to various bandwidth and storage environments.
Multiple intelligent resources switchable: 
Channel 1: IVS, face recognition, face detection and video metadata, 
Channel 2: IVS, Face recognition, Face detection, Video metadata, Crowd distribution map and People counting.
Intelligent functions of Channel 1 and Channel 2 can be enabled at the same time.
Hyper DoF technology: DoF and iris of the camera can be adjusted separately. With the largest iris, the camera can display the image of large DoF.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
Alarm: 7 in, 3 out; audio: 2 in, 1 out; 485; BNC; supports max. 256 G Micro SD card.
12 VDC power supply, easy for installation.
IP67 protection.",1.0.01.04.39608-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7449Y-Z7-T8A,DH-IPC-MFW7449YP-Z-0856-T8A-0360B,"3 lenses and 2 channels are integrated into the design.
Adopts advanced technologies such as Hyper DoF, Illumination by Area, to achieve full coverage of different speed targets with a larger DoF distance under low illumination.
Flexible remote debugging through the Dual-micro PTZ.
Two channels: 
Channel 1: 4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Channel 2: Dual 4-MP 1/1.8"" CMOS image sensors, low luminance, and high definition image.
Outputs max. 8 MP (4976 ¡Á 1450)@25/30 fps.
Built-in efficient illuminator of dual light fusion, and the max. illumination distance is 150 m.
ROI, SMART H.264+/H.265+,  flexible coding, applicable to various bandwidth and storage environments.
Multiple intelligent resources switchable: 
Channel 1: IVS, face recognition, face detection and video metadata, 
Channel 2: IVS, crowd distribution map and People counting.
Intelligent functions of Channel 1 and Channel 2 can be enabled at the same time(except  Video metadata & Crowd distribution map).
Hyper DoF technology: DoF and iris of the camera can be adjusted separately. With the largest iris, the camera can display the image of large DoF.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
Panoramic splicing: up to 180¡ã  panoramic angle meets the requirement of broad scenarios.
Alarm: 7 in, 3 out; audio: 2 in, 1 out; 485; BNC; supports max. 256 G Micro SD card.
12 VDC power supply, easy for installation.
IP67 protection.",1.0.01.04.39610-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW7442H-Z-X,DH-IPC-HFW7442HP-Z-2712F-DC12AC24V-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps.
Built-in IR LED, and the max. illumination distance is 60 m.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments.
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS.
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc.
Mosaics can be automatiocally placed over the face or body of a person to protect their privacy.
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card.
12 VDC/24 VAC/PoE power supply, 12 VDC power output, max. current 
165 mA and peak current is 700 mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.40692-9001
